ItemTekstMan,Item,Focus,QuestAns,ItemTekst,Version,CorrAns,questions,ChangeWord2ndpres,Cleft,ChangeWord1thpres,type,Ynans,ID,n,ChangeResponse_raw,QuestResponse.rt_mean,QuestResponse.rt_raw,QuestResponse.rt_std,YNResp.corr_mean,YNResp.corr_raw,YNResp.corr_std,YNResp.keys_raw,YNResp.rt_mean,YNResp.rt_raw,YNResp.rt_std,changeResponse.corr_mean,changeResponse.corr_raw,changeResponse.corr_std,changeResponse.rt_mean,changeResponse.rt_raw,changeResponse.rt_std,quest_response_raw,order,Education,Participant,gender,frameRate,Age,List,date,reading language,expName,handedness,Native language
Vi var med bussen hen til teatret,1,n,n/a,Vi var med bussen hen til museet,d,museet,0,teatret,n,museet,item,1,1d,1,'museet',0.015670711,0.015670711,0,1,1,0,'1',1.907980561,1.907980561,0,1,1,0,2.53109479,2.53109479,0,'',19,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det er de to krabater jeg har at holde styr på i min lille gesjæft,2,y,n/a,Det er de to vildbasser jeg har at holde styr på i min lille gesjæft,a,vildbasser,0,krabater,y,vildbasser,item,1,2a,1,'',0.028870003,0.028870003,0,1,1,0,'1',5.708258152,5.708258152,0,0,0,0,1.0152179,1.0152179,0,'',29,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det var den fortælling man hørte i min aldersgruppe i hvert fald,3,n,n/a,Det var den fortælling man hørte i min generation i hvert fald,b,generation,0,aldergruppe,y,generation,item,1,3b,1,'generation',0.019839989,0.019839989,0,1,1,0,'1',2.143179417,2.143179417,0,1,1,0,3.064477921,3.064477921,0,'',41,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Man husker sådan en dag af tiden uanset hvad der sker,4,y,n/a,Man husker sådan en aften resten af tiden uanset hvad der sker,c,aften,0,dag,n,aften,item,1,4c,1,'aften resten af',0.016817262,0.016817262,0,1,1,0,'1',1.580269814,1.580269814,0,0,0,0,9.228727341,9.228727341,0,'',40,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg boede på den gade i begyndelsen af min uddannelse i København,5,n,I starten af sin uddanndelse,Jeg boede på den gade i starten af min uddannelse i København,d,starten,Hvornår boede personen i København?,begyndelsen,n,starten,item,1,5d,1,'',12.36170959,12.36170959,0,0,0,0,'0',5.390912056,5.390912056,0,0,0,0,0.030049909,0.030049909,0,'begyndelsen af uddannelsen',17,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det var et stort område vi skulle køre igennem på ferien,6,y,n/a,Det var et stort land vi skulle køre igennem på ferien,a,land,0,område,y,land,item,1,6a,1,'land',0.014763413,0.014763413,0,1,1,0,'1',1.72325325,1.72325325,0,1,1,0,2.515177488,2.515177488,0,'',12,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det er de ydre mure kommandantskabet står for istandsættelsen af,7,n,n/a,Det er de ydre mure kommandantskabet står for vedligeholdelsen af,b,vedligeholdelsen,0,istandsættelsen,y,vedligeholdelsen,item,1,7b,1,'numre',0.029440554,0.029440554,0,1,1,0,'1',2.144045115,2.144045115,0,0,0,0,2.314739704,2.314739704,0,'',38,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Min farfar havde virke som advokat en periode,8,y,n/a,Min farfar havde virke som sagfører en periode,c,sagfører,0,advokat,n,sagfører,item,1,8c,1,u'sagf\xf8rer',0.024561858,0.024561858,0,1,1,0,'1',1.998628259,1.998628259,0,1,1,0,3.381005049,3.381005049,0,'',21,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Du har brug for tømrere til det projekt,9,n,Du,Du har brug for tømrere til det byggeri,d,byggeri,Hvem har brug for nogen?,projet,n,byggeri,item,1,9d,1,'byggeri',11.0255022,11.0255022,0,1,1,0,'1',2.391909599,2.391909599,0,1,1,0,2.165307283,2.165307283,0,'du',2,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det var detaljen man betalte for hos det selskab,10,y,n/a,Det var finessen man betalte for hos det selskab,a,finessen,0,detaljen,y,finessen,item,1,10a,1,'finessen',0.024588477,0.024588477,0,1,1,0,'1',1.566798925,1.566798925,0,1,1,0,1.96486485,1.96486485,0,'',35,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det var den nye viden jeg så som det helt store ved at gå i gymnasiet,11,n,n/a,Det var den nye viden jeg så som det helt store ved at gå i skole,b,skole,0,gymnasiet,y,skole,item,1,11b,1,'skole',0.023644295,0.023644295,0,1,1,0,'1',3.004580975,3.004580975,0,1,1,0,2.46538496,2.46538496,0,'',16,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Man skal lære den her nymodens opdragelse alle steder i samfundet,12,y,n/a,Man skal lære den her nymodens pædagogik alle steder i samfundet,c,pædagogik,0,opdragelse,n,pædagogik,item,1,12c,1,u'p\xe6dagogik',0.014640259,0.014640259,0,1,1,0,'1',2.721242189,2.721242189,0,1,1,0,4.947583199,4.947583199,0,'',1,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg interesserede mig for biologi som ung,13,n,n/a,Jeg interesserede mig for biologi som barn,d,barn,0,ung,n,barn,item,1,13d,1,'barn',0.030412316,0.030412316,0,1,1,0,'1',2.032967091,2.032967091,0,1,1,0,1.914872646,1.914872646,0,'',36,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det var det job jeg var omhyggelig med på fabrikken,14,y,n/a,Det var den tjans jeg var omhyggelig med på fabrikken,a,den tjans,0,det job,y,den tjans,item,1,14a,1,'tjans',0.028533574,0.028533574,0,1,1,0,'1',1.480688214,1.480688214,0,0,0,0,4.863719463,4.863719463,0,'',22,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det er en eller anden blokering de har over for at læse bøger,15,n,n/a,Det er en eller anden blokering de har over for at læse aviser,b,aviser,0,bøger,y,aviser,item,1,15b,1,'aviser',0.015426328,0.015426328,0,1,1,0,'1',2.960980415,2.960980415,0,1,1,0,2.315206766,2.315206766,0,'',18,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg beskæftigede mig med etnografi i specialet,16,y,n/a,Jeg beskæftigede mig med antropologi i specialet,c,antropologi,0,etnografi,n,antropologi,item,1,16c,1,'antropologi',0.030736558,0.030736558,0,1,1,0,'1',1.631944537,1.631944537,0,1,1,0,3.630914688,3.630914688,0,'',43,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg har en utrolig fleksibel ansættelse med hensyn til mødetid og hjemmearbejde,17,n,n/a,Jeg har en utrolig fleksibel ansættelse med hensyn til flekstid og hjemmearbejde,d,flextid,0,mødetid,n,flextid,item,1,17d,1,'flekstid',0.029057302,0.029057302,0,1,1,0,'1',3.259056091,3.259056091,0,0,0,0,4.747182369,4.747182369,0,'',30,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det var et semester man skulle bygge ovenpå forløbet hvis man ville det,18,y,Bygge det oven på forløbet,Det var et årsværk man skulle bygge ovenpå forløbet hvis man ville det,a,årsværk,Hvad skal man gøre med et årsværk?,semester,y,årsværk,item,1,18a,1,u'\xe5rsv\xe6rk',5.441795826,5.441795826,0,1,1,0,'1',1.108215809,1.108215809,0,1,1,0,1.948216558,1.948216558,0,u'bygge ovenp\xe5',47,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det er jo en alt for kort stund jeg har kendt min stedfar,19,n,n/a,Det er jo en alt for kort stund jeg har kendt min papfar,b,papfar,0,stedfar,y,papfar,item,1,19b,1,'papfar',0.024327416,0.024327416,0,1,1,0,'1',2.41238451,2.41238451,0,1,1,0,2.514647007,2.514647007,0,'',25,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Min mor skulle til bageren midt i frokosten om onsdagen,20,y,n/a,Min mor skulle til bageren midt i frokosten om tirsdagen,c,tirsdagen,0,onsdagen,n,tirsdagen,item,1,20c,1,'tirsdagen',0.014752829,0.014752829,0,1,1,0,'1',3.11947608,3.11947608,0,1,1,0,6.41353035,6.41353035,0,'',0,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg fik en brugt racercykel i fødselsdagsgave den vinter,21,n,Han fik den i gave,Jeg fik en brugt racercykel i fødselsdagsgave den sommer,d,sommer,Hvad skete der med cyklen?,vinter,n,sommer,item,1,21d,1,'den sommer',15.95680904,15.95680904,0,1,1,0,'1',2.539027929,2.539027929,0,0,0,0,4.564415455,4.564415455,0,'cyklen blev givet i gave',6,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det er osen du dør af ved en ildebrand,22,y,n/a,Det er røgen du dør af ved en ildebrand,a,røgen,0,osen,y,røgen,item,1,22a,1,u'r\xf8gen',0.022427507,0.022427507,0,1,1,0,'1',1.351092696,1.351092696,0,1,1,0,1.631681561,1.631681561,0,'',33,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Det kan være det kort man skal finde frem under forestillingen,23,n,n/a,Det kan være det kort man skal finde frem under showet,b,showet,0,forestillingen,y,showet,item,1,23b,1,'showet',0.019076049,0.019076049,0,1,1,0,'1',2.811774015,2.811774015,0,1,1,0,2.414656878,2.414656878,0,'',23,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg skylder mange penge i lejligheden,24,y,n/a,Jeg skylder mange kroner i lejligheden,c,kroner,0,penge,n,kroner,item,1,24c,1,'kroner',0.023446415,0.023446415,0,1,1,0,'1',1.667920232,1.667920232,0,1,1,0,2.048196316,2.048196316,0,'',31,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Jeg gik til fodbold med mine venner,25,n,n/a,Jeg gik til håndbold med mine venner,d,håndbold,0,fodbold,n,håndbold,item,1,25d,1,u'h\xe5ndbold',0.024591042,0.024591042,0,1,1,0,'1',1.151787043,1.151787043,0,1,1,0,3.181084633,3.181084633,0,'',34,Kommunikation og it,32,kvinde,60.02221445,20,4,2018_nov_26_1408,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,right,Dansk
Vi havde lavet sådan nogle valg i klassen hvor vi kunne stemme om hvem vi gerne ville komme i klasse med         ,f2,n/a,n/a,Vi havde lavet sådan nogle valg i klassen hvor vi kunne stemme om hvem vi gerne ville komme i klasse med         ,f,,0,,n/a,ingen,filler,0,f2,1,'',0.017262094,0.017262094,0,1,1,0,'0',4.529925823,4.529925823,0,0,0,0,0.035359643,0.035359643,0,'',27,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det må også få nogle konsekvenser i retning af hvordan man så behandler folk ikke                  ,f5,n/a,n/a,Det må også få nogle konsekvenser i retning af hvordan man så behandler folk ikke                  ,f,,0,,n/a,ingen,filler,0,f5,1,'',0.01487438,0.01487438,0,1,1,0,'0',5.168416977,5.168416977,0,0,0,0,0.033526126,0.033526126,0,'',16,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
De fik sådan ligesom en fornemmelse af hvad der egentlig skete ikke               ,f6,n/a,n/a,De fik sådan ligesom en fornemmelse af hvad der egentlig skete ikke               ,f,,0,,n/a,ingen,filler,0,f6,1,'',0.014775921,0.014775921,0,0,0,0,,,,,0,0,0,0.039103977,0.039103977,0,'',39,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f7,n/a,n/a,Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f,,0,,n/a,ingen,filler,0,f7,1,'er',0.027082987,0.027082987,0,0,0,0,'1',7.769065857,7.769065857,0,0,0,0,0.89860028,0.89860028,0,'',34,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f9,n/a,n/a,Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f,,0,,n/a,ingen,filler,0,f9,1,'',0.015537295,0.015537295,0,1,1,0,'0',5.008575916,5.008575916,0,0,0,0,0.032721456,0.032721456,0,'',42,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f11,n/a,n/a,Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f,,0,,n/a,ingen,filler,0,f11,1,'',0.024093295,0.024093295,0,0,0,0,'1',3.58185482,3.58185482,0,0,0,0,1.631674409,1.631674409,0,'',3,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f14,n/a,n/a,Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f,,0,,n/a,ingen,filler,0,f14,1,'',0.017872412,0.017872412,0,1,1,0,'0',2.639833689,2.639833689,0,0,0,0,0.03117786,0.03117786,0,'',1,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
De føler at de bare kan trampe på dem der ikke er så populære     ,f17,n/a,Dem der ikke er populære,De føler at de bare kan trampe på dem der ikke er så populære     ,f,,Hvem trampes på?,,n/a,ingen,filler,0,f17,1,'',9.695372581,9.695372581,0,1,1,0,'0',7.058460236,7.058460236,0,0,0,0,0.031001147,0.031001147,0,u'dem der ikke er popul\xe6re',40,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f18,n/a,piger,På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f,,Hvem må springe?,,n/a,ingen,filler,0,f18,1,'',3.466547012,3.466547012,0,0,0,0,,,,,0,0,0,0.043493584,0.043493584,0,'pigerne',14,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f19,n/a,n/a,Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f,,0,,n/a,ingen,filler,0,f19,1,'',0.014614922,0.014614922,0,0,0,0,,,,,0,0,0,0.042142738,0.042142738,0,'',19,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Dengang blev vi allerede enige om at det var egentlig barmhjertigt ikke                 ,f21,n/a,n/a,Dengang blev vi allerede enige om at det var egentlig barmhjertigt ikke                 ,f,,0,,n/a,ingen,filler,0,f21,1,'',0.016425351,0.016425351,0,0,0,0,,,,,0,0,0,0.038243502,0.038243502,0,'',41,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det har vi da også snakket om senere at sådan skal det i hvert fald ikke være hos mig vel                 ,f23,n/a,n/a,Det har vi da også snakket om senere at sådan skal det i hvert fald ikke være hos mig vel                 ,f,,0,,n/a,ingen,filler,0,f23,1,'',0.015862819,0.015862819,0,0,0,0,,,,,0,0,0,0.039219435,0.039219435,0,'',35,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Jeg spurgte også min tandlæge om vi ikke skulle få det navn             ,f1,n/a,n/a,Jeg spurgte også min mand om vi ikke skulle få det navn             ,f,mand,0,tandlæge,n/a,mand,filler,1,f1,1,'mand',0.030425465,0.030425465,0,1,1,0,'1',1.843460917,1.843460917,0,1,1,0,1.465065241,1.465065241,0,'',32,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Flemming han kunne godt tale sådan lidt som nogle af alle de der bønder ude fra København eller hvor de nu kommer fra                ,f3,n/a,taler,Flemming han kunne godt tale sådan lidt som nogle af alle de der bønder ude fra Mogenstrup eller hvor de nu kommer fra                ,f,Mogenstrup,Hvad gør Flemming?, København,n/a,Mogenstrup,filler,1,f3,1,'',10.60173893,10.60173893,0,0,0,0,,,,,0,0,0,0.041445188,0.041445188,0,u'taler p\xe5 en bestemt m\xe5de',28,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Kattene kunne få lov at vælge hvilken klasse de godt kunne synes at komme i          ,f4,n/a,klasse,Ungerne kunne få lov at vælge hvilken klasse de godt kunne synes at komme i          ,f,Ungerne,Hvad kan vælges?, kattene,n/a,Ungerne,filler,1,f4,1,'ungerne',6.72436285,6.72436285,0,1,1,0,'1',1.141124249,1.141124249,0,0,0,0,1.88156426,1.88156426,0,'hvilken klasse de ville i',48,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Nede på Niels Steensens fodboldbane der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f8,n/a,n/a,Nede på Niels Steensens gymnasium der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f,gymnasium,0, fodboldbane,n/a,gymnasium,filler,1,f8,1,'',0.01483397,0.01483397,0,0,0,0,,,,,0,0,0,0.045461163,0.045461163,0,'',20,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Man sidder dog tilbage med det indtryk hvad mente han egentlig med det der                 ,f10,n/a,n/a,Man sidder immervæk tilbage med det indtryk hvad mente han egentlig med det der                 ,f,immervæk,0, dog,n/a,immervæk,filler,1,f10,1,u'immerv\xe6k',0.030852977,0.030852977,0,1,1,0,'1',3.737065792,3.737065792,0,1,1,0,4.397283554,4.397283554,0,'',37,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Til fødslen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f12,n/a,n/a,Til jobsamtalen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f,jobsamtalen,0,,n/a,fødslen,filler,1,f12,1,'jobsamtalen',0.019251801,0.019251801,0,1,1,0,'1',2.09877944,2.09877944,0,1,1,0,2.831151247,2.831151247,0,'',45,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Euforien smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f13,n/a,n/a,Arbejdsløsheden smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f,Arbejdsløsheden,0,euforien,n/a,Arbejdsløsheden,filler,1,f13,1,'',0.014697666,0.014697666,0,0,0,0,'0',7.448659897,7.448659897,0,0,0,0,0.047144592,0.047144592,0,'',31,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det havde jeg virkelig problemer med sidste sommerferie at jeg kun fik en månedsløn af mor og far,f15,n/a,n/a,Det havde jeg virkelig problemer med sidste jul at jeg kun fik en månedsløn af mor og far      ,f,jul,0,sommerferie,n/a,jul,filler,1,f15,1,'jul',0.022599731,0.022599731,0,1,1,0,'1',2.584653378,2.584653378,0,1,1,0,2.298107147,2.298107147,0,'',47,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Der er altid popsangere der går og holder øje med at der ikke er nogen der snyder sig ind          ,f16,n/a,n/a,Der er altid idioter der går og holder øje med at der ikke er nogen der snyder sig ind          ,f,idioter,0,popsangere,n/a,idioter,filler,1,f16,1,'idioter',0.020735743,0.020735743,0,1,1,0,'1',3.97880888,3.97880888,0,1,1,0,3.830434561,3.830434561,0,'',0,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Jeg er skrevet på sådan en venteliste i toget med at jeg vil gerne lære at spille guitar            ,f20,n/a,n/a,Jeg er skrevet på sådan en venteliste i klubben med at jeg vil gerne lære at spille guitar            ,f,klubben,0,toget,n/a,klubben,filler,1,f20,1,'klubben',0.023590416,0.023590416,0,1,1,0,'1',5.233816147,5.233816147,0,1,1,0,7.362837315,7.362837315,0,'',23,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
På beboermødet fik min socialrådgiver sådan en raptus med at nu ville hun ligesom prøve at bo i noget moderne byggeri         ,f22,n/a,n/a,På beboermødet fik min mor sådan en raptus med at nu ville hun ligesom prøve at bo i noget moderne byggeri         ,f,mor,0,socialrådgiver,n/a,mor,filler,1,f22,1,'mor',0.030253563,0.030253563,0,1,1,0,'1',4.809585094,4.809585094,0,1,1,0,0.998576045,0.998576045,0,'',22,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Man har fra parkgængernes side syntes at nu var det altså for dyrt  ,f24,n/a,n/a,Man har fra beboernes side syntes at nu var det altså for dyrt,f,beboernes,0,parkgængernes,n/a,beboernes,filler,1,f24,1,'beboernes',0.021369794,0.021369794,0,1,1,0,'1',1.442989349,1.442989349,0,1,1,0,3.081135035,3.081135035,0,'',33,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det var toget vi var med hen til museet,1,y,n/a,Det var bussen vi var med hen til museet,a,bussen,0,toget,y,bussen,item,1,1a,1,'bussen',0.030127201,0.030127201,0,1,1,0,'1',1.417193651,1.417193651,0,1,1,0,3.097772837,3.097772837,0,'',8,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det er de to vildbasser jeg har at holde styr på i min lille bedrift,2,n,n/a,Det er de to vildbasser jeg har at holde styr på i min lille gesjæft,b,gesjæft,0,bedrift,y,gesjæft,item,1,2b,1,'gesjeft',0.030104751,0.030104751,0,1,1,0,'1',4.32502079,4.32502079,0,0,0,0,2.847820997,2.847820997,0,'',9,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Man hørte den historie i min generation i hvert fald,3,y,n/a,Man hørte den fortælling i min generation i hvert fald,c,fortælling,0,historie,n,fortælling,item,1,3c,1,u'fort\xe6lling',0.019698234,0.019698234,0,1,1,0,'1',1.546791196,1.546791196,0,1,1,0,2.381583214,2.381583214,0,'',29,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Man husker sådan en aften resten af livet uanset hvad der sker,4,n,n/a,Man husker sådan en aften resten af tiden uanset hvad der sker,d,tiden,0,livet,n,tiden,item,1,4d,1,'tiden',0.023146547,0.023146547,0,1,1,0,'1',2.239464045,2.239464045,0,1,1,0,1.548331499,1.548331499,0,'',21,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det var den vej jeg boede på i starten af min uddannelse i København,5,y,I starten af sin uddanndelse,Det var den gade jeg boede på i starten af min uddannelse i København,a,gade,Hvornår boede personen i København?,vej,y,gade,item,1,5a,1,'gade',8.457726479,8.457726479,0,1,1,0,'1',1.175108433,1.175108433,0,1,1,0,0.881997883,0.881997883,0,'',30,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det var et stort land vi skulle køre igennem på turen,6,n,n/a,Det var et stort land vi skulle køre igennem på ferien,b,ferien,0,turen,y,ferien,item,1,6b,1,'ferien',0.020824581,0.020824581,0,1,1,0,'1',2.415712833,2.415712833,0,1,1,0,1.731589556,1.731589556,0,'',10,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Kommandantskabet står for vedligeholdelsen af de ydre vægge,7,y,n/a,Kommandantskabet står for vedligeholdelsen af de ydre mure,c,mure,0,vægge,n,mure,item,1,7c,1,'mure',0.026988056,0.026988056,0,1,1,0,'1',4.142601013,4.142601013,0,1,1,0,0.931933641,0.931933641,0,'',26,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Min farfar havde virke som sagfører en overgang,8,n,n/a,Min farfar havde virke som sagfører en periode,d,periode,0,overgang,n,periode,item,1,8d,1,'periode',0.025772871,0.025772871,0,1,1,0,'1',3.514541388,3.514541388,0,1,1,0,2.631279707,2.631279707,0,'',6,Pædagogik,33,kvinde,60.03249945,21,1,2018_nov_27_1321,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
