ItemTekstMan,Item,Focus,QuestAns,ItemTekst,Version,CorrAns,questions,ChangeWord2ndpres,Cleft,ChangeWord1thpres,type,Ynans,ID,n,ChangeResponse_raw,QuestResponse.rt_mean,QuestResponse.rt_raw,QuestResponse.rt_std,YNResp.corr_mean,YNResp.corr_raw,YNResp.corr_std,YNResp.keys_raw,YNResp.rt_mean,YNResp.rt_raw,YNResp.rt_std,changeResponse.corr_mean,changeResponse.corr_raw,changeResponse.corr_std,changeResponse.rt_mean,changeResponse.rt_raw,changeResponse.rt_std,quest_response_raw,order,Education,Participant,gender,frameRate,Age,List,date,reading language,expName,handedness,Native language
Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f7,n/a,n/a,Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f,,0,,n/a,ingen,filler,0,f7,1,'',0.014617121,0.014617121,0,1,1,0,'0',4.18490696,4.18490696,0,0,0,0,0.041143265,0.041143265,0,'',21,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f9,n/a,n/a,Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f,,0,,n/a,ingen,filler,0,f9,1,'',0.014538866,0.014538866,0,1,1,0,'0',3.125868559,3.125868559,0,0,0,0,0.033024102,0.033024102,0,'',10,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f11,n/a,n/a,Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f,,0,,n/a,ingen,filler,0,f11,1,'',0.014738671,0.014738671,0,1,1,0,'0',3.968956232,3.968956232,0,0,0,0,0.045706041,0.045706041,0,'',34,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f14,n/a,n/a,Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f,,0,,n/a,ingen,filler,0,f14,1,'',0.01466202,0.01466202,0,1,1,0,'0',3.136034727,3.136034727,0,0,0,0,0.036878746,0.036878746,0,'',47,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
De føler at de bare kan trampe på dem der ikke er så populære     ,f17,n/a,Dem der ikke er populære,De føler at de bare kan trampe på dem der ikke er så populære     ,f,,Hvem trampes på?,,n/a,ingen,filler,0,f17,1,'',10.10059452,10.10059452,0,1,1,0,'0',6.774664879,6.774664879,0,0,0,0,0.025753226,0.025753226,0,u'dem der ikke er s\xe5 popul\xe6re',13,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f18,n/a,piger,På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f,,Hvem må springe?,,n/a,ingen,filler,0,f18,1,'',3.590939045,3.590939045,0,1,1,0,'0',3.96659112,3.96659112,0,0,0,0,0.037814908,0.037814908,0,'pigerne',44,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f19,n/a,n/a,Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f,,0,,n/a,ingen,filler,0,f19,1,'',0.014506474,0.014506474,0,1,1,0,'0',4.879187584,4.879187584,0,0,0,0,0.03903554,0.03903554,0,'',38,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Dengang blev vi allerede enige om at det var egentlig barmhjertigt ikke                 ,f21,n/a,n/a,Dengang blev vi allerede enige om at det var egentlig barmhjertigt ikke                 ,f,,0,,n/a,ingen,filler,0,f21,1,'',0.016702715,0.016702715,0,1,1,0,'0',4.154523849,4.154523849,0,0,0,0,0.0252914,0.0252914,0,'',24,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det har vi da også snakket om senere at sådan skal det i hvert fald ikke være hos mig vel                 ,f23,n/a,n/a,Det har vi da også snakket om senere at sådan skal det i hvert fald ikke være hos mig vel                 ,f,,0,,n/a,ingen,filler,0,f23,1,'',0.015232247,0.015232247,0,1,1,0,'0',4.066614151,4.066614151,0,0,0,0,0.023683026,0.023683026,0,'',4,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg spurgte også min tandlæge om vi ikke skulle få det navn             ,f1,n/a,n/a,Jeg spurgte også min mand om vi ikke skulle få det navn             ,f,mand,0,tandlæge,n/a,mand,filler,1,f1,1,'mand',0.021415267,0.021415267,0,1,1,0,'1',1.781539559,1.781539559,0,1,1,0,7.779302597,7.779302597,0,'',42,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Flemming han kunne godt tale sådan lidt som nogle af alle de der bønder ude fra København eller hvor de nu kommer fra                ,f3,n/a,taler,Flemming han kunne godt tale sådan lidt som nogle af alle de der bønder ude fra Mogenstrup eller hvor de nu kommer fra                ,f,Mogenstrup,Hvad gør Flemming?, København,n/a,Mogenstrup,filler,1,f3,1,'mogenstrup',13.27080917,13.27080917,0,1,1,0,'1',3.95592761,3.95592761,0,0,0,0,7.779296398,7.779296398,0,'taler lidt som dem fra mogenstrup',19,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Kattene kunne få lov at vælge hvilken klasse de godt kunne synes at komme i          ,f4,n/a,klasse,Ungerne kunne få lov at vælge hvilken klasse de godt kunne synes at komme i          ,f,Ungerne,Hvad kan vælges?, kattene,n/a,Ungerne,filler,1,f4,1,'ungerne',15.38691902,15.38691902,0,1,1,0,'1',1.38823545,1.38823545,0,0,0,0,2.4979918,2.4979918,0,u'hvilken klasse de har lyst til at g\xe5 i',46,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Nede på Niels Steensens fodboldbane der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f8,n/a,n/a,Nede på Niels Steensens gymnasium der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f,gymnasium,0, fodboldbane,n/a,gymnasium,filler,1,f8,1,'gymnasie',0.02979196,0.02979196,0,1,1,0,'1',2.960381985,2.960381985,0,0,0,0,3.380934477,3.380934477,0,'',26,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Man sidder dog tilbage med det indtryk hvad mente han egentlig med det der                 ,f10,n/a,n/a,Man sidder immervæk tilbage med det indtryk hvad mente han egentlig med det der                 ,f,immervæk,0, dog,n/a,immervæk,filler,1,f10,1,u'immerv\xe6k',0.019885467,0.019885467,0,1,1,0,'1',2.537457943,2.537457943,0,1,1,0,2.614668846,2.614668846,0,'',2,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Til fødslen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f12,n/a,n/a,Til jobsamtalen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f,jobsamtalen,0,,n/a,fødslen,filler,1,f12,1,'jobsamtalen',0.01479223,0.01479223,0,1,1,0,'1',1.68908453,1.68908453,0,1,1,0,3.947470188,3.947470188,0,'',18,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Euforien smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f13,n/a,n/a,Arbejdsløsheden smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f,Arbejdsløsheden,0,euforien,n/a,Arbejdsløsheden,filler,1,f13,1,u'arbejdsl\xf8sheden',0.014923401,0.014923401,0,1,1,0,'1',3.515413046,3.515413046,0,0,0,0,5.397089958,5.397089958,0,'',45,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det havde jeg virkelig problemer med sidste sommerferie at jeg kun fik en månedsløn af mor og far,f15,n/a,n/a,Det havde jeg virkelig problemer med sidste jul at jeg kun fik en månedsløn af mor og far      ,f,jul,0,sommerferie,n/a,jul,filler,1,f15,1,'jul',0.02444985,0.02444985,0,1,1,0,'1',2.817265272,2.817265272,0,1,1,0,1.881574988,1.881574988,0,'',32,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Der er altid popsangere der går og holder øje med at der ikke er nogen der snyder sig ind          ,f16,n/a,n/a,Der er altid idioter der går og holder øje med at der ikke er nogen der snyder sig ind          ,f,idioter,0,popsangere,n/a,idioter,filler,1,f16,1,'idioter',0.031606551,0.031606551,0,1,1,0,'1',1.585221648,1.585221648,0,1,1,0,2.348069191,2.348069191,0,'',20,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg er skrevet på sådan en venteliste i toget med at jeg vil gerne lære at spille guitar            ,f20,n/a,n/a,Jeg er skrevet på sådan en venteliste i klubben med at jeg vil gerne lære at spille guitar            ,f,klubben,0,toget,n/a,klubben,filler,1,f20,1,'',0.014899027,0.014899027,0,0,0,0,,,,,0,0,0,0.040795933,0.040795933,0,'',23,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
På beboermødet fik min socialrådgiver sådan en raptus med at nu ville hun ligesom prøve at bo i noget moderne byggeri         ,f22,n/a,n/a,På beboermødet fik min mor sådan en raptus med at nu ville hun ligesom prøve at bo i noget moderne byggeri         ,f,mor,0,socialrådgiver,n/a,mor,filler,1,f22,1,'mor',0.030826258,0.030826258,0,1,1,0,'1',6.765849113,6.765849113,0,1,1,0,1.831704378,1.831704378,0,'',33,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Man har fra parkgængernes side syntes at nu var det altså for dyrt  ,f24,n/a,n/a,Man har fra beboernes side syntes at nu var det altså for dyrt,f,beboernes,0,parkgængernes,n/a,beboernes,filler,1,f24,1,'beboernes',0.025085501,0.025085501,0,1,1,0,'1',1.442721009,1.442721009,0,1,1,0,4.247535229,4.247535229,0,'',9,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var toget vi var med hen til museet,1,y,n/a,Det var bussen vi var med hen til museet,a,bussen,0,toget,y,bussen,item,1,1a,1,'bussen',0.02788436,0.02788436,0,1,1,0,'1',1.417078733,1.417078733,0,1,1,0,2.464677572,2.464677572,0,'',25,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det er de to vildbasser jeg har at holde styr på i min lille bedrift,2,n,n/a,Det er de to vildbasser jeg har at holde styr på i min lille gesjæft,b,gesjæft,0,bedrift,y,gesjæft,item,1,2b,1,'',0.014530849,0.014530849,0,0,0,0,'0',3.349113703,3.349113703,0,0,0,0,0.034000672,0.034000672,0,'',0,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Man hørte den historie i min generation i hvert fald,3,y,n/a,Man hørte den fortælling i min generation i hvert fald,c,fortælling,0,historie,n,fortælling,item,1,3c,1,u'fort\xe6lling',0.029910624,0.029910624,0,1,1,0,'1',1.697229028,1.697229028,0,1,1,0,3.397651911,3.397651911,0,'',35,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Man husker sådan en aften resten af livet uanset hvad der sker,4,n,n/a,Man husker sådan en aften resten af tiden uanset hvad der sker,d,tiden,0,livet,n,tiden,item,1,4d,1,'tiden',0.021217387,0.021217387,0,1,1,0,'1',2.211111307,2.211111307,0,1,1,0,6.996313572,6.996313572,0,'',36,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var den vej jeg boede på i starten af min uddannelse i København,5,y,I starten af sin uddanndelse,Det var den gade jeg boede på i starten af min uddannelse i København,a,gade,Hvornår boede personen i København?,vej,y,gade,item,1,5a,1,'gade',16.85445976,16.85445976,0,1,1,0,'1',2.746205091,2.746205091,0,1,1,0,1.798285484,1.798285484,0,'i starten af uddannelsen',31,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var et stort land vi skulle køre igennem på turen,6,n,n/a,Det var et stort land vi skulle køre igennem på ferien,b,ferien,0,turen,y,ferien,item,1,6b,1,'ferien',0.030327229,0.030327229,0,1,1,0,'1',2.146835327,2.146835327,0,1,1,0,1.598369598,1.598369598,0,'',29,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Kommandantskabet står for vedligeholdelsen af de ydre vægge,7,y,n/a,Kommandantskabet står for vedligeholdelsen af de ydre mure,c,mure,0,vægge,n,mure,item,1,7c,1,'',0.019961476,0.019961476,0,0,0,0,'0',2.643563747,2.643563747,0,0,0,0,0.027742928,0.027742928,0,'',39,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Min farfar havde virke som sagfører en overgang,8,n,n/a,Min farfar havde virke som sagfører en periode,d,periode,0,overgang,n,periode,item,1,8d,1,'periode',0.024293343,0.024293343,0,1,1,0,'1',2.614707708,2.614707708,0,1,1,0,2.248079777,2.248079777,0,'',11,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det er snedkere du har brug for til det byggeri,9,y,Du,Det er tømrere du har brug for til det byggeri,a,tømrere,Hvem har brug for nogen?,snedkere,y,tømrere,item,1,9a,1,u't\xf8mere',5.544152737,5.544152737,0,1,1,0,'1',1.281841993,1.281841993,0,0,0,0,3.847481012,3.847481012,0,'man',37,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var finessen man betalte for hos det firma,10,n,n/a,Det var finessen man betalte for hos det selskab,b,selskab,0,firma,y,selskab,item,1,10b,1,'selskab',0.02121418,0.02121418,0,1,1,0,'1',2.114950418,2.114950418,0,1,1,0,1.898411751,1.898411751,0,'',40,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg så den nye indsigt som det helt store ved at gå i skole,11,y,n/a,Jeg så den nye viden som det helt store ved at gå i skole,c,viden,0,indsigt,n,viden,item,1,11c,1,'viden',0.023262572,0.023262572,0,1,1,0,'1',1.645753026,1.645753026,0,1,1,0,2.264743805,2.264743805,0,'',15,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Man skal lære den her nymodens pædagogik alle steder i systemet,12,n,n/a,Man skal lære den her nymodens pædagogik alle steder i samfundet,d,samfundet,0,systemet,n,samfundet,item,1,12d,1,'samfundet',0.025681065,0.025681065,0,1,1,0,'1',2.826762915,2.826762915,0,1,1,0,2.114803553,2.114803553,0,'',28,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var geografi jeg interesserede mig for som barn,13,y,n/a,Det var biologi jeg interesserede mig for som barn,a,biologi,0,geografi,y,biologi,item,1,13a,1,'biologi',0.020212915,0.020212915,0,1,1,0,'1',1.547328472,1.547328472,0,1,1,0,2.964503765,2.964503765,0,'',8,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var den tjans jeg var omhyggelig med på lageret,14,n,n/a,Det var den tjans jeg var omhyggelig med på fabrikken,b,fabrikken,0,lageret,y,fabrikken,item,1,14b,1,'fabrikken',0.020022731,0.020022731,0,1,1,0,'1',3.06321764,3.06321764,0,1,1,0,1.981725097,1.981725097,0,'',27,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
De har en eller anden barriere over for at læse aviser,15,y,n/a,De har en eller anden blokering over for at læse aviser,c,blokering,0,barriere,n,blokering,item,1,15c,1,'blokering',0.020913031,0.020913031,0,1,1,0,'1',1.663248539,1.663248539,0,1,1,0,3.181059361,3.181059361,0,'',12,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg beskæftigede mig med antropologi i afhandlingen,16,n,n/a,Jeg beskæftigede mig med antropologi i specialet,d,specialet,0,afhandlingen,n,specialet,item,1,16d,1,'speciale',0.021574982,0.021574982,0,1,1,0,'1',3.711274385,3.711274385,0,0,0,0,3.697459221,3.697459221,0,'',14,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det er en utrolig fleksibel stilling jeg har med hensyn til flekstid og hjemmearbejde,17,y,n/a,Det er en utrolig fleksibel ansættelse jeg har med hensyn til flekstid og hjemmearbejde,a,ansættelse,0,stilling,y,ansættelse,item,1,17a,1,'arbejde',0.024579417,0.024579417,0,1,1,0,'1',2.490381718,2.490381718,0,0,0,0,10.16174603,10.16174603,0,'',1,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var et årsværk man skulle bygge ovenpå uddannelsen hvis man ville det,18,n,Bygge det oven på forløbet,Det var et årsværk man skulle bygge ovenpå forløbet hvis man ville det,b,forløbet,Hvad skal man gøre med et årsværk?,uddannelsen,y,forløbet,item,1,18b,1,'',10.67937088,10.67937088,0,0,0,0,'0',2.740296125,2.740296125,0,0,0,0,0.030009724,0.030009724,0,u'bygge videre p\xe5',7,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg har jo kendt min papfar en alt for kort tid,19,y,n/a,Jeg har jo kendt min papfar en alt for kort stund,c,stund,0,tid,n,stund,item,1,19c,1,'',0.018994847,0.018994847,0,0,0,0,'0',2.846955061,2.846955061,0,0,0,0,0.025118535,0.025118535,0,'',43,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Min mor skulle til slagteren midt i frokosten om tirsdagen,20,n,n/a,Min mor skulle til bageren midt i frokosten om tirsdagen,d,bageren,0,slagteren,n,bageren,item,1,20d,1,'bageren',0.023657689,0.023657689,0,1,1,0,'1',1.662165523,1.662165523,0,1,1,0,2.031510115,2.031510115,0,'',16,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var en brugt mountainbike jeg fik i fødselsdagsgave den sommer,21,y,Han fik den i gave,Det var en brugt racercykel jeg fik i fødselsdagsgave den sommer,a,racercykel,Hvad skete der med cyklen?,mountainbike,y,racercykel,item,1,21a,1,u'racercyke\xe6',4.674119473,4.674119473,0,1,1,0,'1',1.492900968,1.492900968,0,0,0,0,2.797846556,2.797846556,0,'den var brugt',30,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det er røgen du dør af ved et flystyrt,22,n,n/a,Det er røgen du dør af ved en ildebrand,b,en ildebrand,0,et flystyrt,y,en ildebrand,item,1,22b,1,'en ildebrand',0.023993475,0.023993475,0,1,1,0,'1',2.750647783,2.750647783,0,1,1,0,3.847498655,3.847498655,0,'',6,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Man skal finde det trick frem under showet,23,y,n/a,Man skal finde det kort frem under showet,c,kort,0,trick,n,kort,item,1,23c,1,'kort',0.025107311,0.025107311,0,1,1,0,'1',2.044639111,2.044639111,0,1,1,0,1.498334169,1.498334169,0,'',41,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Jeg skylder mange kroner i ejendommen,24,n,n/a,Jeg skylder mange kroner i lejligheden,d,lejligheden,0,ejendommen,n,lejligheden,item,1,24d,1,'lejligheden',0.019575017,0.019575017,0,1,1,0,'1',3.233548403,3.233548403,0,1,1,0,3.247747898,3.247747898,0,'',22,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Det var mine kammerater jeg gik til håndbold med,25,y,n/a,Det var mine venner jeg gik til håndbold med,a,venner,0,kammerater,y,venner,item,1,25a,1,'venner',0.029724291,0.029724291,0,1,1,0,'1',1.790419459,1.790419459,0,1,1,0,3.398352623,3.398352623,0,'',5,dansk,17,kvinde,60.02009615,22,1,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,venstre,dansk
Vi havde lavet sådan nogle valg i klassen hvor vi kunne stemme om hvem vi gerne ville komme i klasse med         ,f2,n/a,n/a,Vi havde lavet sådan nogle valg i klassen hvor vi kunne stemme om hvem vi gerne ville komme i klasse med         ,f,,0,,n/a,ingen,filler,0,f2,1,'har',0.012828667,0.012828667,0,0,0,0,'1',2.568041563,2.568041563,0,0,0,0,2.432011127,2.432011127,0,'',2,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det må også få nogle konsekvenser i retning af hvordan man så behandler folk ikke                  ,f5,n/a,n/a,Det må også få nogle konsekvenser i retning af hvordan man så behandler folk ikke                  ,f,,0,,n/a,ingen,filler,0,f5,1,'',0.012902756,0.012902756,0,1,1,0,'0',3.736166239,3.736166239,0,0,0,0,0.017857434,0.017857434,0,'',7,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
De fik sådan ligesom en fornemmelse af hvad der egentlig skete ikke               ,f6,n/a,n/a,De fik sådan ligesom en fornemmelse af hvad der egentlig skete ikke               ,f,,0,,n/a,ingen,filler,0,f6,1,'',0.012933867,0.012933867,0,1,1,0,'0',2.520318508,2.520318508,0,0,0,0,0.016538903,0.016538903,0,'',41,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f7,n/a,n/a,Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f,,0,,n/a,ingen,filler,0,f7,1,'',0.012717693,0.012717693,0,1,1,0,'0',4.45100069,4.45100069,0,0,0,0,0.018335328,0.018335328,0,'',16,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f9,n/a,n/a,Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f,,0,,n/a,ingen,filler,0,f9,1,'',0.01289153,0.01289153,0,1,1,0,'0',4.605593681,4.605593681,0,0,0,0,0.014080166,0.014080166,0,'',45,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f11,n/a,n/a,Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f,,0,,n/a,ingen,filler,0,f11,1,'',0.013514073,0.013514073,0,1,1,0,'0',6.933398247,6.933398247,0,0,0,0,0.019757776,0.019757776,0,'',29,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f14,n/a,n/a,Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f,,0,,n/a,ingen,filler,0,f14,1,'',0.012922962,0.012922962,0,1,1,0,'0',3.403363466,3.403363466,0,0,0,0,0.016939819,0.016939819,0,'',28,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
De føler at de bare kan trampe på dem der ikke er så populære     ,f17,n/a,Dem der ikke er populære,De føler at de bare kan trampe på dem der ikke er så populære     ,f,,Hvem trampes på?,,n/a,ingen,filler,0,f17,1,'',9.830122948,9.830122948,0,1,1,0,'0',3.256140232,3.256140232,0,0,0,0,0.014100372,0.014100372,0,u'dem der ikke er popol\xe6re',23,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f18,n/a,piger,På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f,,Hvem må springe?,,n/a,ingen,filler,0,f18,1,'',2.529001236,2.529001236,0,1,1,0,'0',3.585577011,3.585577011,0,0,0,0,0.017605981,0.017605981,0,'pigerne',37,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f19,n/a,n/a,Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f,,0,,n/a,ingen,filler,0,f19,1,'',0.012844062,0.012844062,0,0,0,0,,,,,0,0,0,0.0216238,0.0216238,0,'',18,Dansk,19,kvinde,60.02789747,24,3,2018_nov_15_1420,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
